bugid,when,what,removed,added
1476221,2019-02-02 20:29:40 PST,Blocks,,1492194
1476237,2018-07-17 05:16:41 PDT,Blocks,Unnamed: 3,1407046
1476237,2018-07-17 05:59:51 PDT,CC,,aryx.bugmail
1476237,2018-07-17 07:31:04 PDT,Status,NEW,ASSIGNED
1476237,2018-07-17 07:31:04 PDT,Assignee,nobody,petru.lingurar
1476237,2018-07-18 03:34:51 PDT,Attachment #8992900  Flags,,review?(sdaswani)
1476237,2018-07-18 03:34:51 PDT,Attachment #8992901  Flags,,review?(sdaswani)
1476237,2018-07-18 03:34:51 PDT,CC,,sdaswani
1476237,2018-07-18 03:34:52 PDT,Comment 1 Tag,,mozreview-request
1476237,2018-07-18 07:40:00 PDT,Comment 4 Tag,,mozreview-request
1476237,2018-07-18 09:55:09 PDT,Attachment #8992900  Flags,review?(sdaswani),review?(nchen)
1476237,2018-07-18 09:55:09 PDT,CC,,nchen
1476237,2018-07-18 09:55:27 PDT,Attachment #8992901  Flags,review?(sdaswani),review?(nchen)
1476237,2018-07-18 10:53:49 PDT,Attachment #8992900  Flags,review?(nchen),review+
1476237,2018-07-18 10:53:49 PDT,Comment 7 Tag,,mozreview-review
1476237,2018-07-18 10:58:00 PDT,Attachment #8992901  Flags,review?(nchen),review+
1476237,2018-07-18 10:58:00 PDT,Comment 8 Tag,,mozreview-review
1476237,2018-07-18 12:56:17 PDT,Keywords,,checkin-needed
1476237,2018-07-18 13:38:09 PDT,Keywords,checkin-needed,
1476237,2018-07-19 03:05:38 PDT,Status,ASSIGNED,RESOLVED
1476237,2018-07-19 03:05:38 PDT,Resolution,---,FIXED
1476237,2018-07-19 03:05:38 PDT,Target Milestone,---,Firefox 63
1476237,2018-07-19 03:05:38 PDT,Closed,,2018/7/19 10:05
1476237,2018-07-19 03:05:38 PDT,status-firefox63,---,fixed
1476237,2018-07-19 03:05:39 PDT,Comment 10 Tag,,bugherder
1476237,2018-07-19 05:49:21 PDT,Blocks,,android-o
1476315,2018-07-17 08:28:13 PDT,CC,Unnamed: 3,vlad.baicu.1
1476315,2018-07-17 08:28:13 PDT,Assignee,nobody,vlad.baicu
1476315,2018-07-18 18:00:36 PDT,Whiteboard,,[stockwell disable-recommended]
1476315,2018-07-19 00:12:00 PDT,Whiteboard,[stockwell disable-recommended],[stockwell disable-recommended][stockwell needswork]
1476315,2018-07-23 21:29:43 PDT,CC,,ccoroiu
1476315,2018-07-23 21:29:43 PDT,Flags,,needinfo?(vlad.baicu)
1476315,2018-07-24 03:59:57 PDT,Flags,needinfo?(vlad.baicu),
1476315,2018-07-24 12:36:44 PDT,See Also,,1477041
1476315,2018-07-26 16:15:09 PDT,Priority,--,P5
1476315,2018-07-30 16:38:34 PDT,Status,NEW,RESOLVED
1476315,2018-07-30 16:38:34 PDT,Resolution,---,FIXED
1476315,2018-07-30 16:38:34 PDT,Whiteboard,[stockwell disable-recommended][stockwell needswork],[fixed-by-bug-1477041]
1476315,2018-07-30 16:38:34 PDT,Closed,,2018/7/30 23:38
1476315,2018-07-30 18:00:45 PDT,Whiteboard,[fixed-by-bug-1477041],[fixed-by-bug-1477041][stockwell disable-recommended]
1476315,2018-07-31 03:04:14 PDT,Whiteboard,[fixed-by-bug-1477041][stockwell disable-recommended],[fixed-by-bug-1477041]
1476315,2018-08-07 18:19:14 PDT,Depends on,,1477041
1476315,2018-08-07 18:19:14 PDT,Target Milestone,---,Firefox 63
1476315,2018-08-07 18:19:14 PDT,status-firefox61,---,unaffected
1476315,2018-08-07 18:19:14 PDT,status-firefox62,---,unaffected
1476315,2018-08-07 18:19:14 PDT,status-firefox63,affected,fixed
1476352,2018-07-17 14:21:01 PDT,CC,Unnamed: 3,kgilbert.1
1476352,2018-07-18 05:36:42 PDT,Status,NEW,ASSIGNED
1476352,2018-07-18 05:36:42 PDT,CC,,petru.lingurar
1476352,2018-07-18 05:36:42 PDT,Assignee,nobody,petru.lingurar
1476352,2018-07-18 07:31:12 PDT,Attachment #8992969  Flags,,review?(sdaswani)
1476352,2018-07-18 07:31:12 PDT,CC,,sdaswani
1476352,2018-07-18 07:31:13 PDT,Comment 1 Tag,,mozreview-request
1476352,2018-07-18 08:48:37 PDT,Attachment #8992969  Flags,,review+
1476352,2018-07-18 08:48:37 PDT,Comment 2 Tag,,mozreview-review
1476352,2018-07-18 08:56:08 PDT,Keywords,,checkin-needed
1476352,2018-07-18 10:37:33 PDT,Keywords,checkin-needed,
1476352,2018-07-18 14:47:06 PDT,Status,ASSIGNED,RESOLVED
1476352,2018-07-18 14:47:06 PDT,Resolution,---,FIXED
1476352,2018-07-18 14:47:06 PDT,Target Milestone,---,Firefox 63
1476352,2018-07-18 14:47:06 PDT,Closed,,2018/7/18 21:47
1476352,2018-07-18 14:47:06 PDT,status-firefox63,---,fixed
1476352,2018-07-18 14:47:06 PDT,Comment 4 Tag,,bugherder
1476352,2018-07-19 05:49:21 PDT,Blocks,,android-o
1476352,2018-07-19 06:54:18 PDT,CC,,mstange
1476352,2018-07-19 12:09:49 PDT,Flags,,needinfo?(petru.lingurar)
1476352,2018-07-19 23:14:26 PDT,Flags,needinfo?(petru.lingurar),
1476352,2018-07-19 23:14:26 PDT,Attachment #8992969  Flags,review?(sdaswani),
1476424,2018-07-17 15:24:41 PDT,CC,Unnamed: 3,ryanvm.1
1476424,2018-07-17 15:25:06 PDT,CC,,petru.lingurar
1476424,2018-07-17 15:25:06 PDT,Flags,,needinfo?(petru.lingurar)
1476424,2018-07-18 05:17:55 PDT,CC,,ioana.chiorean
1476424,2018-07-18 05:17:55 PDT,Flags,,needinfo?(ioana.chiorean)
1476424,2018-07-18 06:14:17 PDT,CC,,oana.horvath
1476424,2018-07-18 06:14:17 PDT,Flags,needinfo?(ioana.chiorean),needinfo?(oana.horvath)
1476424,2018-07-18 06:26:47 PDT,Flags,needinfo?(oana.horvath),
1476424,2018-07-18 08:22:36 PDT,CC,,andrei.a.lazar
1476424,2018-07-18 08:22:36 PDT,Assignee,nobody,andrei.a.lazar
1476424,2018-07-18 08:31:39 PDT,Flags,needinfo?(petru.lingurar),
1476424,2018-07-19 05:05:10 PDT,CC,,bogdan.surd
1476424,2018-07-19 06:18:57 PDT,Crash Signature,[@ android.os.TransactionTooLargeException: data parcel size 3124056 bytes at android.os.BinderProxy.transactNative(Native Method)],[@ android.os.TransactionTooLargeException: data parcel size 3124056 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 6234516 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 6236924 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 4680572 bytes at android.os.BinderProxy.transactNative(Native Method)]
1476424,2018-07-19 06:30:53 PDT,Keywords,,reproducible
1476424,2018-07-19 07:52:37 PDT,CC,,pascalc
1476424,2018-07-19 09:39:24 PDT,CC,,sdaswani
1476424,2018-07-19 09:39:24 PDT,Whiteboard,,--do_not_change--[priority:high]
1476424,2018-07-21 04:29:52 PDT,Crash Signature,4680572 bytes at android.os.BinderProxy.transactNative(Native Method)],4680572 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124748 bytes at android.os.BinderProxy.transactNative(Native Method)]
1476424,2018-07-21 04:29:52 PDT,CC,,cdenizet
1476424,2018-07-23 01:36:47 PDT,Crash Signature,4680572 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124748 bytes at android.os.BinderProxy.transactNative(Native Method)],4680572 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124748 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124824 bytes at android.os.BinderProxy.transactNative(Native Method)]
1476424,2018-07-23 03:14:38 PDT,Attachment #8994151  Flags,,review?(sdaswani)
1476424,2018-07-23 03:14:38 PDT,Comment 8 Tag,,mozreview-request
1476424,2018-07-23 05:27:00 PDT,CC,,jseward
1476424,2018-07-23 10:20:02 PDT,Crash Signature,parcel size 3124824 bytes at android.os.BinderProxy.transactNative(Native Method)],parcel size 3124824 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124240 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124160 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3124144 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 6236936 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 3122452 bytes at android.os.BinderProxy.transactNative(Native Method)]
1476424,2018-07-23 10:35:11 PDT,Attachment #8994151  Flags,review?(sdaswani),review?(nchen)
1476424,2018-07-23 10:35:11 PDT,CC,,nchen
1476424,2018-07-23 11:04:38 PDT,Attachment #8994151  Flags,review?(nchen),review+
1476424,2018-07-23 11:04:39 PDT,Comment 10 Tag,,mozreview-review
1476424,2018-07-23 11:29:17 PDT,CC,,cpeterson
1476424,2018-07-23 11:29:17 PDT,Whiteboard,--do_not_change--[priority:high],--do_not_change--[priority:high][geckoview]
1476424,2018-07-23 11:29:17 PDT,status-firefox62,---,unaffected
1476424,2018-07-24 08:14:06 PDT,Keywords,,checkin-needed
1476424,2018-07-24 08:14:06 PDT,CC,,cchiorean
1476424,2018-07-24 08:23:59 PDT,Keywords,checkin-needed,
1476424,2018-07-24 15:23:15 PDT,Status,NEW,RESOLVED
1476424,2018-07-24 15:23:15 PDT,Resolution,---,FIXED
1476424,2018-07-24 15:23:15 PDT,Target Milestone,---,Firefox 63
1476424,2018-07-24 15:23:15 PDT,Closed,,2018/7/24 22:23
1476424,2018-07-24 15:23:15 PDT,status-firefox63,affected,fixed
1476424,2018-07-24 15:23:15 PDT,Comment 12 Tag,,bugherder
1476424,2018-08-02 01:21:11 PDT,Depends on,,1480007
1476424,2018-08-02 07:48:13 PDT,Flags,,needinfo?(andrei.a.lazar)
1476424,2018-08-03 07:35:33 PDT,Flags,needinfo?(andrei.a.lazar),needinfo?(mozillamarcia.knous)
1476424,2018-08-03 11:43:15 PDT,Flags,needinfo?(mozillamarcia.knous),
1476424,2018-08-07 18:19:36 PDT,status-firefox61,---,unaffected
1476424,2018-08-20 14:22:46 PDT,Crash Signature,android.os.BinderProxy.transactNative(Native Method)],android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 537688 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 635556 bytes at android.os.BinderProxy.transactNative(Native Method)] [@ android.os.TransactionTooLargeException: data parcel size 731912 bytes at android.os.BinderProxy.transactNative(Native Method)]
1476424,2018-10-30 06:55:11 PDT,Blocks,,1496435
1476424,2018-10-30 06:55:53 PDT,Blocks,1496435,
1476424,2018-10-30 06:56:07 PDT,Blocks,,1503255
1476751,2018-07-19 09:44:00 PDT,CC,Unnamed: 3,sdaswani.1
1476751,2018-07-19 09:44:00 PDT,Whiteboard,,--do_not_change--[priority:high]
1476751,2018-07-23 08:03:22 PDT,Status,NEW,ASSIGNED
1476751,2018-07-23 08:03:22 PDT,CC,,cchiorean
1476751,2018-07-23 08:03:22 PDT,Assignee,nobody,vlad.baicu
1476751,2018-07-26 03:03:01 PDT,CC,,pascalc
1476751,2018-07-26 03:03:01 PDT,tracking-firefox63,---,+
1476751,2018-07-26 06:29:49 PDT,CC,,jcristau
1476751,2018-07-26 06:29:49 PDT,status-firefox61,---,unaffected
1476751,2018-07-26 06:29:49 PDT,status-firefox62,---,unaffected
1476751,2018-07-26 16:14:45 PDT,Priority,--,P5
1476751,2018-07-31 10:14:01 PDT,Flags,,needinfo?(sdaswani)
1476751,2018-07-31 14:21:13 PDT,Priority,P5,P1
1476751,2018-07-31 14:21:13 PDT,Flags,needinfo?(sdaswani),
1476751,2018-08-10 09:10:02 PDT,Status,ASSIGNED,RESOLVED
1476751,2018-08-10 09:10:02 PDT,Resolution,---,FIXED
1476751,2018-08-10 09:10:02 PDT,Closed,,2018/8/10 16:10
1476751,2018-08-13 00:13:11 PDT,status-firefox63,affected,fixed
1476900,2018-07-19 04:40:38 PDT,tracking-firefox63,---,?
1476900,2018-07-19 05:43:00 PDT,Blocks,,android-o
1476900,2018-07-19 06:42:49 PDT,CC,,pascalc
1476900,2018-07-19 06:42:56 PDT,tracking-firefox63,?,+
1476900,2018-07-19 23:59:09 PDT,Status,NEW,ASSIGNED
1476900,2018-07-19 23:59:09 PDT,CC,,petru.lingurar
1476900,2018-07-19 23:59:09 PDT,Assignee,nobody,petru.lingurar
1476900,2018-07-23 10:38:26 PDT,CC,,sdaswani
1476900,2018-07-23 10:38:26 PDT,Whiteboard,,--do_not_change--[priority:high]
1476900,2018-07-24 07:36:45 PDT,Attachment #8994521  Flags,,review?(sdaswani)
1476900,2018-07-24 07:36:45 PDT,Comment 1 Tag,,mozreview-request
1476900,2018-07-24 10:18:44 PDT,Attachment #8994521  Flags,review?(sdaswani),review?(nchen)
1476900,2018-07-24 10:18:44 PDT,CC,,nchen
1476900,2018-07-25 11:17:10 PDT,Attachment #8994521  Flags,review?(nchen),review+
1476900,2018-07-25 11:17:10 PDT,Comment 2 Tag,,mozreview-review
1476900,2018-07-25 23:41:53 PDT,Keywords,,checkin-needed
1476900,2018-07-26 00:17:34 PDT,Keywords,checkin-needed,
1476900,2018-07-26 04:25:07 PDT,Status,ASSIGNED,RESOLVED
1476900,2018-07-26 04:25:07 PDT,Resolution,---,FIXED
1476900,2018-07-26 04:25:07 PDT,Target Milestone,---,Firefox 63
1476900,2018-07-26 04:25:07 PDT,Closed,,2018/7/26 11:25
1476900,2018-07-26 04:25:07 PDT,status-firefox63,affected,fixed
1476900,2018-07-26 04:25:08 PDT,Comment 4 Tag,,bugherder
1476900,2018-07-26 05:00:33 PDT,Flags,,qe-verify+
1476900,2018-07-27 05:05:33 PDT,Depends on,,1478970
1476900,2018-07-27 05:13:27 PDT,Status,RESOLVED,VERIFIED
1476900,2018-07-27 05:13:27 PDT,CC,,oana.horvath
1476900,2018-07-27 05:13:27 PDT,status-firefox63,fixed,verified
1476900,2018-07-27 05:23:29 PDT,Flags,qe-verify+,
1476966,2018-07-19 07:47:07 PDT,Blocks,Unnamed: 3,android-o
1476966,2018-07-19 07:47:07 PDT,status-firefox61,---,unaffected
1476966,2018-07-19 07:47:07 PDT,status-firefox62,---,unaffected
1476966,2018-07-19 10:45:06 PDT,Keywords,,regression
1476966,2018-07-19 10:45:06 PDT,CC,,jh+bugzilla
1476966,2018-07-19 10:45:06 PDT,Hardware,ARM,All
1476966,2018-07-19 10:45:06 PDT,Blocks,,1450447
1476966,2018-07-19 10:45:06 PDT,tracking-firefox63,---,?
1476966,2018-07-20 05:49:58 PDT,CC,,andrei.a.lazar
1476966,2018-07-20 05:49:58 PDT,Assignee,nobody,andrei.a.lazar
1476966,2018-07-23 02:31:33 PDT,CC,,pascalc
1476966,2018-07-23 02:31:33 PDT,tracking-firefox63,?,+
1476966,2018-07-23 05:37:33 PDT,See Also,,1477700
1476966,2018-07-23 10:38:52 PDT,CC,,sdaswani
1476966,2018-07-23 10:38:52 PDT,Whiteboard,,--do_not_change--[priority:high]
1476966,2018-07-25 02:05:28 PDT,Attachment #8994776  Flags,,review?(sdaswani)
1476966,2018-07-25 02:05:28 PDT,Comment 2 Tag,,mozreview-request
1476966,2018-07-25 06:22:16 PDT,Comment 3 Tag,,mozreview-review
1476966,2018-07-25 09:42:07 PDT,Attachment #8994776  Flags,review?(sdaswani),review?(nchen)
1476966,2018-07-25 09:42:07 PDT,CC,,nchen
1476966,2018-07-25 09:45:33 PDT,Attachment #8994776  Flags,review?(nchen),
1476966,2018-07-25 09:56:47 PDT,Attachment #8994776  Flags,,review-
1476966,2018-07-25 09:56:47 PDT,Comment 4 Tag,,mozreview-review
1476966,2018-07-25 09:56:58 PDT,Comment 5 Tag,,mozreview-review-reply
1476966,2018-07-30 04:49:23 PDT,CC,,bogdan.surd
1476966,2018-07-30 11:47:29 PDT,Blocks,,1479532
1476966,2018-07-30 23:31:26 PDT,CC,,tokiyoshi.senkou
1476966,2018-08-07 06:48:51 PDT,Attachment #8994776  Flags,review-,review?(jh+bugzilla)
1476966,2018-08-07 06:48:51 PDT,Comment 7 Tag,,mozreview-request
1476966,2018-08-07 11:56:19 PDT,Attachment #8994776  Flags,review?(jh+bugzilla),review+
1476966,2018-08-07 11:56:19 PDT,Comment 8 Tag,,mozreview-review
1476966,2018-08-08 16:46:27 PDT,CC,,kbrosnan
1476966,2018-08-09 04:19:29 PDT,Attachment #8994776  Flags,review+,
1476966,2018-08-09 04:19:29 PDT,Comment 9 Tag,,mozreview-request
1476966,2018-08-09 07:30:49 PDT,See Also,,1482105
1476966,2018-08-10 01:02:12 PDT,Keywords,,checkin-needed
1476966,2018-08-10 01:41:20 PDT,Keywords,checkin-needed,
1476966,2018-08-10 09:02:03 PDT,Status,NEW,RESOLVED
